*** SPRNt Results. Netlist: "t5.spt" Epoch: "1970-01-01T00:00:00Z" Reqested Tstop: 10 hr 0 min
*** id time(min) flow(ft3/s) wet_a(ft2) depth(ft) surf_elev(ft)
1 0 1.000000e+00 6.804248e-01 6.410015e-01 7.078710e+02
2 0 9.999994e-01 9.879083e-01 7.788959e-01 7.080089e+02
3 0 1.999998e+00 1.458018e+00 9.531366e-01 7.081831e+02
4 0 3.199996e+00 2.125605e+00 1.157541e+00 7.083875e+02
5 0 3.199996e+00 4.156234e+00 1.631579e+00 7.088616e+02
6 0 3.199996e+00 8.000000e+00 2.276308e+00 7.095063e+02
*** id time(min) flow(ft3/s) wet_a(ft2) depth(ft) surf_elev(ft)
1 5 1.000000e+00 6.804248e-01 6.410015e-01 7.078710e+02
2 5 9.999994e-01 9.879083e-01 7.788959e-01 7.080089e+02
3 5 1.999998e+00 1.458018e+00 9.531366e-01 7.081831e+02
4 5 3.199996e+00 2.125605e+00 1.157541e+00 7.083875e+02
5 5 3.199996e+00 4.156234e+00 1.631579e+00 7.088616e+02
6 5 3.199996e+00 8.000000e+00 2.276308e+00 7.095063e+02
*** id time(min) flow(ft3/s) wet_a(ft2) depth(ft) surf_elev(ft)
1 10 1.000000e+00 6.804248e-01 6.410015e-01 7.078710e+02
2 10 9.999994e-01 9.879083e-01 7.788959e-01 7.080089e+02
3 10 1.999998e+00 1.458018e+00 9.531366e-01 7.081831e+02
4 10 3.199996e+00 2.125605e+00 1.157541e+00 7.083875e+02
5 10 3.199996e+00 4.156234e+00 1.631579e+00 7.088616e+02
6 10 3.199996e+00 8.000000e+00 2.276308e+00 7.095063e+02
*** id time(min) flow(ft3/s) wet_a(ft2) depth(ft) surf_elev(ft)
1 15 1.000000e+00 6.804248e-01 6.410015e-01 7.078710e+02
2 15 9.999994e-01 9.879083e-01 7.788959e-01 7.080089e+02
3 15 1.999998e+00 1.458018e+00 9.531366e-01 7.081831e+02
4 15 3.199996e+00 2.125605e+00 1.157541e+00 7.083875e+02
5 15 3.199996e+00 4.156234e+00 1.631579e+00 7.088616e+02
6 15 3.199996e+00 8.000000e+00 2.276308e+00 7.095063e+02
*** id time(min) flow(ft3/s) wet_a(ft2) depth(ft) surf_elev(ft)
1 20 1.000000e+00 6.804248e-01 6.410015e-01 7.078710e+02
2 20 9.999994e-01 9.879083e-01 7.788959e-01 7.080089e+02
3 20 1.999998e+00 1.458018e+00 9.531366e-01 7.081831e+02
4 20 3.199996e+00 2.125605e+00 1.157541e+00 7.083875e+02
5 20 3.199996e+00 4.156234e+00 1.631579e+00 7.088616e+02
6 20 3.199996e+00 8.000000e+00 2.276308e+00 7.095063e+02
*** id time(min) flow(ft3/s) wet_a(ft2) depth(ft) surf_elev(ft)
1 25 1.000000e+00 6.804248e-01 6.410015e-01 7.078710e+02
2 25 9.999994e-01 9.879083e-01 7.788959e-01 7.080089e+02
3 25 1.999998e+00 1.458018e+00 9.531366e-01 7.081831e+02
4 25 3.199996e+00 2.125605e+00 1.157541e+00 7.083875e+02
5 25 3.199996e+00 4.156234e+00 1.631579e+00 7.088616e+02
6 25 3.199996e+00 8.000000e+00 2.276308e+00 7.095063e+02
*** id time(min) flow(ft3/s) wet_a(ft2) depth(ft) surf_elev(ft)
1 30 1.000000e+00 6.804248e-01 6.410015e-01 7.078710e+02
2 30 9.999994e-01 9.879083e-01 7.788959e-01 7.080089e+02
3 30 1.999998e+00 1.458018e+00 9.531366e-01 7.081831e+02
4 30 3.199996e+00 2.125605e+00 1.157541e+00 7.083875e+02
5 30 3.199996e+00 4.156234e+00 1.631579e+00 7.088616e+02
6 30 3.199996e+00 8.000000e+00 2.276308e+00 7.095063e+02
*** id time(min) flow(ft3/s) wet_a(ft2) depth(ft) surf_elev(ft)
1 35 1.000000e+00 6.804248e-01 6.410015e-01 7.078710e+02
2 35 9.999994e-01 9.879083e-01 7.788959e-01 7.080089e+02
3 35 1.999998e+00 1.458018e+00 9.531366e-01 7.081831e+02
4 35 3.199996e+00 2.125605e+00 1.157541e+00 7.083875e+02
5 35 3.199996e+00 4.156234e+00 1.631579e+00 7.088616e+02
6 35 3.199996e+00 8.000000e+00 2.276308e+00 7.095063e+02
*** id time(min) flow(ft3/s) wet_a(ft2) depth(ft) surf_elev(ft)
1 40 1.000000e+00 6.804248e-01 6.410015e-01 7.078710e+02
2 40 9.999994e-01 9.879083e-01 7.788959e-01 7.080089e+02
3 40 1.999998e+00 1.458018e+00 9.531366e-01 7.081831e+02
4 40 3.199996e+00 2.125605e+00 1.157541e+00 7.083875e+02
5 40 3.199996e+00 4.156234e+00 1.631579e+00 7.088616e+02
6 40 3.199996e+00 8.000000e+00 2.276308e+00 7.095063e+02
*** id time(min) flow(ft3/s) wet_a(ft2) depth(ft) surf_elev(ft)
1 45 1.000000e+00 6.804248e-01 6.410015e-01 7.078710e+02
2 45 9.999994e-01 9.879083e-01 7.788959e-01 7.080089e+02
3 45 1.999998e+00 1.458018e+00 9.531366e-01 7.081831e+02
4 45 3.199996e+00 2.125605e+00 1.157541e+00 7.083875e+02
5 45 3.199996e+00 4.156234e+00 1.631579e+00 7.088616e+02
6 45 3.199996e+00 8.000000e+00 2.276308e+00 7.095063e+02
*** id time(min) flow(ft3/s) wet_a(ft2) depth(ft) surf_elev(ft)
1 50 1.000000e+00 6.804248e-01 6.410015e-01 7.078710e+02
2 50 9.999994e-01 9.879083e-01 7.788959e-01 7.080089e+02
3 50 1.999998e+00 1.458018e+00 9.531366e-01 7.081831e+02
